   9.9999997473787516E-005 ,    24.980130471493080      ,    9.8100001923739910E-004
   1.9999999494757503E-004 ,    24.960276734912686      ,    1.9612203581608973E-003
   2.9999999242136255E-004 ,    24.940438777707687      ,    2.9406616364457032E-003
   3.9999998989515007E-004 ,    24.920616587336937      ,    3.9193244732745203E-003
   4.9999998736893758E-004 ,    24.900810151269255      ,    4.8972094873379361E-003
   5.9999998484272510E-004 ,    24.881019456983413      ,    5.8743172968348150E-003
   6.9999998231651261E-004 ,    24.861244491968144      ,    6.8506485194726879E-003
   7.9999997979030013E-004 ,    24.841485243722119      ,    7.8262037724681453E-003
   8.9999997726408765E-004 ,    24.821741699753947      ,    8.8009836725472246E-003
   9.9999997473787516E-004 ,    24.802013847582160      ,    9.7749888359457988E-003
   1.0999999722116627E-003 ,    24.782301674735219      ,    1.0748219878409973E-002
   1.1999999696854502E-003 ,    24.762605168751492      ,    1.1720677415196465E-002
   1.2999999671592377E-003 ,    24.742924317179249      ,    1.2692362061072998E-002
   1.3999999646330252E-003 ,    24.723259107576659      ,    1.3663274430318692E-002
   1.4999999621068127E-003 ,    24.703609527511780      ,    1.4633415136724448E-002
   1.5999999595806003E-003 ,    24.683975564562552      ,    1.5602784793593338E-002
   1.6999999570543878E-003 ,    24.664357206316787      ,    1.6571384013740992E-002
   1.7999999545281753E-003 ,    24.644754440372157      ,    1.7539213409495987E-002
   1.8999999520019628E-003 ,    24.625167254336198      ,    1.8506273592700229E-002
   1.9999999494757503E-003 ,    24.605595635826290      ,    1.9472565174709348E-002
   2.0999999469495378E-003 ,    24.586039572469659      ,    2.0438088766393078E-002
   2.1999999444233254E-003 ,    24.566499051903364      ,    2.1402844978135646E-002
   2.2999999418971129E-003 ,    24.546974061774286      ,    2.2366834419836158E-002
   2.3999999393709004E-003 ,    24.527464589739125      ,    2.3330057700908978E-002
   2.4999999368446879E-003 ,    24.507970623464395      ,    2.4292515430284125E-002
   2.5999999343184754E-003 ,    24.488492150626410      ,    2.5254208216407652E-002
   2.6999999317922629E-003 ,    24.469029158911276      ,    2.6215136667242029E-002
   2.7999999292660505E-003 ,    24.449581636014891      ,    2.7175301390266526E-002
   2.8999999267398380E-003 ,    24.430149569642928      ,    2.8134702992477605E-002
   2.9999999242136255E-003 ,    24.410732947510837      ,    2.9093342080389294E-002
   3.0999999216874130E-003 ,    24.391331757343824      ,    3.0051219260033579E-002
   3.1999999191612005E-003 ,    24.371945986876852      ,    3.1008335136960781E-002
   3.2999999166349880E-003 ,    24.352575623854641      ,    3.1964690316239941E-002
